rowID;date;department;team;targeted_productivity;smv;wip;over_time;incentive;idle_time;idle_men;no_of_style_change;no_of_workers;actual_productivity
1123;08/03/2015 00:00;sweing;6;0,6;23,41;1266;2520;23;0;0;1;38;0,601037091
1124;08/03/2015 00:00;sweing;8;0,6;30,48;869;6720;0;0;0;1;56;0,600528571
1125;08/03/2015 00:00;sweing;5;0,5;26,82;711;7080;23;0;0;1;59;0,500033898
1126;08/03/2015 00:00;finishing;8;0,6;3,9;NaN;960;0;0;0;0;8;0,4509375
1127;08/03/2015 00:00;finishing;10;0,7;2,9;NaN;960;0;0;0;0;8;0,441041667
1128;08/03/2015 00:00;finishing;6;0,6;2,9;NaN;960;0;0;0;0;8;0,271875
1129;09/03/2015 00:00;finishing;11;0,8;2,9;NaN;0;960;0;0;0;8;0,960625
1130;09/03/2015 00:00;finishing;12;0,8;4,6;NaN;0;1080;0;0;0;9;0,902962963
1131;09/03/2015 00:00;finishing;5;0,6;3,94;NaN;0;2880;0;0;0;12;0,864342593
1132;09/03/2015 00:00;sweing;4;0,75;26,82;1079;7020;65;0;0;0;58;0,850446154
1133;09/03/2015 00:00;sweing;1;0,75;26,82;1322;7140;65;0;0;0;59;0,850426891
1134;09/03/2015 00:00;finishing;9;0,75;2,9;NaN;0;3600;0;0;0;15;0,841
1135;09/03/2015 00:00;sweing;3;0,8;30,1;964;5160;50;0;0;1;58;0,800842424
1136;09/03/2015 00:00;sweing;12;0,8;15,26;1132;4080;63;0;0;0;34;0,800401961
1137;09/03/2015 00:00;sweing;11;0,8;11,41;357;3420;50;0;0;0;58;0,800034503
1138;09/03/2015 00:00;finishing;3;0,8;4,6;NaN;0;1440;0;0;0;12;0,795416667
1139;09/03/2015 00:00;finishing;4;0,75;3,94;NaN;0;960;0;0;0;8;0,7953875
1140;09/03/2015 00:00;finishing;1;0,75;3,94;NaN;0;960;0;0;0;8;0,794566667
1141;09/03/2015 00:00;sweing;9;0,75;18,79;1193;6240;45;0;0;0;52;0,750395513
1142;09/03/2015 00:00;sweing;2;0,7;16,1;817;5520;30;0;0;1;45;0,700516224
1143;09/03/2015 00:00;sweing;10;0,7;21,82;1576;6000;30;0;0;0;50;0,700422
1144;09/03/2015 00:00;finishing;2;0,7;3,9;NaN;0;1200;0;0;0;10;0,6825
1145;09/03/2015 00:00;sweing;6;0,65;23,41;1262;4560;35;0;0;1;38;0,650962281
1146;09/03/2015 00:00;sweing;8;0,65;30,48;953;6720;26;0;0;1;56;0,650421429
1147;09/03/2015 00:00;sweing;5;0,6;26,82;919;7080;23;0;0;1;59;0,600040678
1148;09/03/2015 00:00;sweing;7;0,5;30,48;1161;6600;0;0;0;1;55;0,500610909
1149;09/03/2015 00:00;finishing;10;0,7;2,9;NaN;0;960;0;0;0;8;0,477291667
1150;09/03/2015 00:00;finishing;8;0,65;3,9;NaN;0;960;0;0;0;8;0,2640625
1151;10/03/2015 00:00;finishing;12;0,8;4,6;NaN;1080;0;0;0;0;9;0,92
1152;10/03/2015 00:00;finishing;5;0,6;3,94;NaN;1440;0;0;0;0;12;0,909391667
1153;10/03/2015 00:00;sweing;1;0,75;26,82;1574;7080;75;0;0;0;59;0,900061017
1154;10/03/2015 00:00;finishing;3;0,8;4,6;NaN;1440;0;0;0;0;12;0,894444444
1155;10/03/2015 00:00;finishing;4;0,75;3,94;NaN;960;0;0;0;0;8;0,881575
1156;10/03/2015 00:00;finishing;1;0,75;3,94;NaN;960;0;0;0;0;8;0,880754167
1157;10/03/2015 00:00;sweing;4;0,75;26,82;1104;5880;65;0;0;0;59;0,850084211
1158;10/03/2015 00:00;finishing;9;0,75;2,9;NaN;1800;0;0;0;0;15;0,821666667
1159;10/03/2015 00:00;sweing;12;0,8;15,26;1069;4080;63;0;0;0;34;0,800401961
1160;10/03/2015 00:00;sweing;3;0,8;30,1;756;6960;63;0;0;1;58;0,800071839
1161;10/03/2015 00:00;sweing;11;0,8;11,41;338;3420;50;0;0;0;58;0,800034503
1162;10/03/2015 00:00;finishing;11;0,8;2,9;NaN;960;0;0;0;0;8;0,758229167
1163;10/03/2015 00:00;sweing;10;0,75;21,82;1499;6000;34;0;0;0;50;0,750608
1164;10/03/2015 00:00;sweing;9;0,75;18,79;1247;6240;45;0;0;0;52;0,750395513
1165;10/03/2015 00:00;finishing;2;0,7;3,9;NaN;960;0;0;0;0;8;0,741
1166;10/03/2015 00:00;sweing;8;0,7;30,48;923;6840;30;0;0;1;57;0,700505263
1167;10/03/2015 00:00;sweing;6;0,7;23,41;1180;4560;30;0;0;1;38;0,700246491
1168;10/03/2015 00:00;sweing;2;0,7;16,1;957;5400;40;0;0;1;45;0,700051852
1169;10/03/2015 00:00;sweing;5;0,65;26,82;1001;7080;26;0;0;1;59;0,650044068
1170;10/03/2015 00:00;sweing;7;0,6;30,48;1017;6840;25;0;0;1;57;0,630402924
1171;10/03/2015 00:00;finishing;8;0,65;3,9;NaN;960;0;0;0;0;8;0,560625
1172;10/03/2015 00:00;finishing;7;0,5;3,9;NaN;960;0;0;0;0;8;0,560625
1173;10/03/2015 00:00;finishing;10;0,7;2,9;NaN;960;0;0;0;0;8;0,39875
1174;11/03/2015 00:00;finishing;12;0,8;4,6;NaN;2160;0;0;0;0;9;0,922839506
1175;11/03/2015 00:00;finishing;11;0,8;2,9;NaN;2400;0;0;0;0;10;0,874027778
1176;11/03/2015 00:00;finishing;2;0,75;3,9;NaN;1920;0;0;0;0;8;0,819270833
1177;11/03/2015 00:00;finishing;4;0,75;3,94;NaN;1920;0;0;0;0;8;0,813309028
1178;11/03/2015 00:00;finishing;1;0,75;3,94;NaN;1920;0;0;0;0;8;0,812625
1179;11/03/2015 00:00;sweing;12;0,8;15,26;470;4080;63;0;0;0;34;0,800401961
1180;11/03/2015 00:00;sweing;3;0,8;30,1;735;6960;63;0;0;1;58;0,800071839
1181;11/03/2015 00:00;sweing;11;0,8;11,41;560;3420;50;0;0;0;58;0,800034503
1182;11/03/2015 00:00;finishing;3;0,8;4,6;NaN;1920;0;0;0;0;8;0,786631944
1183;11/03/2015 00:00;finishing;5;0,7;3,94;NaN;1440;0;0;0;0;12;0,75885
1184;11/03/2015 00:00;sweing;10;0,75;21,82;1674;6000;34;0;0;0;50;0,750608
1185;11/03/2015 00:00;sweing;9;0,75;18,79;290;5040;45;0;0;0;52;0,750347333
1186;11/03/2015 00:00;sweing;2;0,75;16,1;971;5400;45;0;0;1;45;0,750140741
1187;11/03/2015 00:00;sweing;1;0,75;26,82;1322;7080;45;0;0;0;59;0,750050847
1188;11/03/2015 00:00;sweing;4;0,75;26,82;1054;7080;45;0;0;0;59;0,750050847
1189;11/03/2015 00:00;sweing;5;0,7;26,82;992;6960;30;0;0;1;58;0,700556897
1190;11/03/2015 00:00;sweing;8;0,7;30,48;914;6840;30;0;0;1;57;0,700505263
1191;11/03/2015 00:00;sweing;6;0,7;23,41;1128;4560;40;0;0;1;38;0,700246491
1192;11/03/2015 00:00;sweing;7;0,65;30,48;935;6840;26;0;0;1;57;0,650596491
1193;11/03/2015 00:00;finishing;10;0,75;2,9;NaN;960;0;0;0;0;8;0,628333333
1194;11/03/2015 00:00;finishing;8;0,7;3,9;NaN;960;0;0;0;0;8;0,625625
1195;11/03/2015 00:00;finishing;7;0,65;3,9;NaN;960;0;0;0;0;8;0,625625
1196;11/03/2015 00:00;finishing;9;0,75;2,9;NaN;1800;0;0;0;0;15;0,505888889
1197;11/03/2015 00:00;finishing;6;0,7;2,9;NaN;720;0;0;0;0;6;0,394722222
